Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price,Brand,Model
Chennai,2011,122000.0,Diesel,Manual,Second,12.8,2494.0,102.0,8.0,10.75,Toyota,Innova
Kolkata,2015,58589.0,Diesel,Automatic,First,15.26,2143.0,203.2,5.0,27.75,Mercedes-Benz,M-Class
Jaipur,2005,115000.0,Petrol,Manual,Second,17.3,1061.0,64.0,5.0,0.99,Maruti,Wagon
Pune,2016,75000.0,Diesel,Automatic,First,12.62,2198.0,158.0,7.0,24.0,Ford,Endeavour
Jaipur,2016,30292.0,Petrol,Manual,First,18.6,1197.0,81.86,5.0,6.1,Hyundai,Elite
Ahmedabad,2017,32248.0,Petrol,Manual,First,17.5,1199.0,88.7,5.0,8.25,Honda,WRV
Bangalore,2013,74000.0,Petrol,Manual,First,16.47,1198.0,73.9,5.0,4.65,Volkswagen,Polo
Mumbai,2014,56100.0,Petrol,Manual,First,13.7,1997.0,153.86,5.0,9.75,Honda,CR-V
Bangalore,2014,61325.0,Petrol,Manual,First,18.9,1197.0,81.86,5.0,4.4,Hyundai,Grand
Kolkata,2014,33000.0,Petrol,Manual,First,19.1,1197.0,85.8,5.0,3.99,Maruti,Swift
Coimbatore,2016,18090.0,Diesel,Automatic,First,16.2,2993.0,258.0,5.0,45.73,BMW,5
Kochi,2014,71390.0,Diesel,Manual,First,22.7,1498.0,89.84,5.0,5.27,Ford,Ecosport
Mumbai,2014,41000.0,CNG,Manual,First,26.2,998.0,58.2,5.0,3.5,Maruti,Wagon
Ahmedabad,2016,67000.0,Diesel,Manual,First,26.0,1498.0,98.6,5.0,7.25,Honda,City
Chennai,2008,99000.0,Diesel,Manual,Second,17.0,1405.0,70.0,5.0,1.6,Tata,Indigo
Pune,2014,142000.0,Diesel,Manual,Second,19.01,1461.0,108.45,5.0,6.0,Renault,Duster
Chennai,2010,26966.0,Petrol,Manual,First,20.36,1197.0,78.9,5.0,3.0,Hyundai,i10
Mumbai,2015,27628.0,Petrol,Manual,First,18.7,1199.0,88.7,5.0,4.95,Honda,Jazz
Hyderabad,2016,82497.0,Diesel,Manual,First,23.65,1248.0,88.5,5.0,8.99,Maruti,SX4
Mumbai,2007,86000.0,Petrol,Manual,Third,11.9,2354.0,144.0,5.0,1.85,Honda,Accord
Coimbatore,2016,26981.0,Petrol,Manual,First,16.47,1198.0,73.9,5.0,6.16,Volkswagen,Polo
Hyderabad,2010,110471.0,Diesel,Manual,First,21.1,1248.0,73.9,5.0,3.5,Maruti,Ritz
Jaipur,2014,69000.0,Petrol,Manual,First,19.5,1199.0,88.76,5.0,4.5,Honda,Amaze
Hyderabad,2017,12000.0,Petrol,Manual,First,18.6,1197.0,81.83,5.0,7.75,Hyundai,i20
Hyderabad,2014,77500.0,Diesel,Manual,First,20.45,1461.0,83.8,5.0,6.6,Renault,Duster
Kochi,2014,48031.0,Petrol,Manual,First,18.9,1197.0,82.0,5.0,4.98,Hyundai,Grand
Chennai,2008,170000.0,Diesel,Automatic,Third,16.07,1995.0,181.0,5.0,9.75,BMW,3
Mumbai,2014,69565.0,Diesel,Manual,First,22.7,1498.0,89.84,5.0,5.55,Ford,Ecosport
Hyderabad,2016,45492.0,Diesel,Automatic,First,21.5,1498.0,108.5,5.0,10.3,Volkswagen,Vento
Chennai,2011,85000.0,Petrol,Automatic,Second,11.7,2354.0,177.6,5.0,7.5,Honda,Accord
Hyderabad,2008,55902.0,Petrol,Manual,First,14.49,1399.0,92.7,5.0,1.8,Chevrolet,Aveo
Hyderabad,2017,18500.0,Petrol,Manual,First,16.2,1199.0,74.0,5.0,6.25,Volkswagen,Polo
Hyderabad,2015,129750.0,Diesel,Manual,Second,14.95,2489.0,93.7,7.0,6.8,Mahindra,Xylo
Hyderabad,2009,50902.0,Petrol,Automatic,First,19.2,1197.0,80.0,5.0,3.0,Hyundai,i10
Coimbatore,2015,84725.0,Diesel,Manual,First,15.1,2179.0,140.0,7.0,11.6,Mahindra,XUV500
Mumbai,2013,40000.0,Diesel,Manual,Second,22.7,1582.0,126.24,5.0,6.95,Hyundai,Elantra
Mumbai,2010,60000.0,Petrol,Manual,Third,14.3,1798.0,160.0,5.0,3.5,Volkswagen,Passat
Coimbatore,2014,33496.0,Petrol,Manual,First,18.9,1197.0,81.86,5.0,5.5,Hyundai,Grand
Mumbai,2015,25000.0,Petrol,Manual,First,18.6,1197.0,81.83,5.0,5.65,Hyundai,i20
Ahmedabad,2013,71000.0,Diesel,Manual,First,18.2,1248.0,73.8,8.0,3.25,Chevrolet,Enjoy
Coimbatore,2015,20826.0,Petrol,Automatic,First,14.3,1598.0,103.6,5.0,7.72,Skoda,Rapid
Pune,2016,42244.0,Diesel,Manual,First,19.67,1582.0,126.2,5.0,12.0,Hyundai,Creta
Jaipur,2013,98598.0,Diesel,Manual,First,25.44,936.0,57.6,5.0,1.55,Chevrolet,Beat
Delhi,2011,62100.0,Diesel,Manual,First,11.5,2982.0,171.0,7.0,10.75,Toyota,Fortuner
Coimbatore,2016,44238.0,Petrol,Manual,First,18.6,1197.0,81.83,5.0,6.72,Hyundai,i20
Coimbatore,2012,91743.0,Diesel,Automatic,First,12.07,2967.0,241.4,7.0,28.55,Audi,Q7
Bangalore,2013,19828.0,Diesel,Automatic,Second,17.85,2967.0,300.0,4.0,75.0,Porsche,Panamera
Hyderabad,2016,36891.0,Petrol,Manual,First,17.8,1497.0,117.3,5.0,10.49,Honda,City
Hyderabad,2012,90049.0,Diesel,Manual,First,17.21,1493.0,100.0,7.0,3.8,Mahindra,Quanto
Ahmedabad,2012,74002.0,Diesel,Automatic,First,16.55,1968.0,140.0,5.0,18.5,Audi,A4
Kolkata,2013,41000.0,Petrol,Automatic,First,12.37,2359.0,198.25,5.0,6.0,Hyundai,Sonata
Hyderabad,2012,83678.0,Diesel,Manual,First,22.32,1582.0,126.32,5.0,5.5,Hyundai,Verna
Pune,2010,91000.0,Petrol,Manual,First,18.9,998.0,67.1,5.0,2.3,Maruti,Wagon
Jaipur,2016,50000.0,Diesel,Manual,First,24.52,1248.0,88.5,7.0,8.7,Maruti,Ertiga
Delhi,2015,58000.0,Diesel,Manual,First,24.4,1120.0,71.01,5.0,4.95,Hyundai,Xcent
Jaipur,2012,80000.0,Diesel,Manual,First,22.9,1248.0,74.0,5.0,4.25,Maruti,Swift
Kochi,2017,41290.0,Diesel,Manual,Second,16.0,2179.0,140.0,7.0,10.94,Mahindra,XUV500
Delhi,2013,65000.0,Diesel,Automatic,First,22.48,1995.0,190.0,5.0,21.26,BMW,5
Bangalore,2016,16471.0,Petrol,Manual,Second,14.28,1798.0,138.03,5.0,11.5,Toyota,Corolla
Pune,2015,54339.0,Diesel,Manual,Second,22.54,1396.0,88.73,5.0,6.0,Hyundai,i20
Hyderabad,2016,24025.0,Petrol,Manual,First,18.15,1198.0,82.0,6.0,4.1,Mahindra,KUV
Kolkata,2013,24027.0,Petrol,Manual,First,24.7,796.0,47.3,5.0,2.01,Maruti,Alto
Hyderabad,2010,59270.0,Petrol,Manual,First,15.7,1172.0,67.0,5.0,2.6,Fiat,Punto
Kolkata,2012,40000.0,Petrol,Manual,First,18.9,998.0,67.1,5.0,2.35,Maruti,Wagon
Bangalore,2012,155566.0,Diesel,Manual,Second,9.5,2835.0,118.6,6.0,9.15,Mitsubishi,Pajero
Chennai,2013,42320.0,Petrol,Manual,First,19.4,1198.0,86.8,5.0,2.9,Honda,Brio
Coimbatore,2017,24153.0,Diesel,Manual,Second,22.54,1396.0,88.73,5.0,9.18,Hyundai,i20
Mumbai,2016,27000.0,Petrol,Automatic,First,13.0,1591.0,121.3,5.0,11.45,Hyundai,Creta
Hyderabad,2012,92000.0,CNG,Manual,Second,26.83,796.0,38.4,5.0,2.1,Maruti,Alto
Kochi,2017,61795.0,Petrol,Manual,First,17.8,1198.0,86.7,5.0,5.53,Honda,Amaze
Chennai,2016,13500.0,Petrol,Manual,First,18.15,1198.0,82.0,6.0,3.75,Mahindra,KUV
Pune,2018,4500.0,Petrol,Automatic,First,18.0,1497.0,117.3,5.0,12.5,Honda,City
Mumbai,2017,23000.0,Diesel,Automatic,First,16.0,2179.0,140.0,7.0,15.5,Mahindra,XUV500
Pune,2011,65400.0,Petrol,Manual,First,0.0,1086.0,62.27931034482759,5.0,2.1,Hyundai,Santro
Mumbai,2013,80578.0,Diesel,Automatic,Second,14.84,2143.0,170.0,5.0,14.5,Mercedes-Benz,New
Coimbatore,2017,42646.0,Diesel,Automatic,First,19.6,1461.0,108.45,5.0,12.46,Renault,Duster
Bangalore,2014,30000.0,Petrol,Manual,Second,16.47,1198.0,74.0,5.0,5.25,Volkswagen,Polo
Delhi,2012,90000.0,Diesel,Automatic,First,18.48,1995.0,190.0,5.0,14.5,BMW,5
Bangalore,2009,98000.0,Diesel,Automatic,Second,13.5,2987.0,282.0,5.0,25.0,Mercedes-Benz,S
Kochi,2012,66400.0,Petrol,Manual,First,0.0,1042.5,62.27931034482759,5.0,2.66,Hyundai,Santro
Hyderabad,2012,50000.0,Diesel,Automatic,First,12.9,2993.0,271.23,4.0,45.0,Jaguar,XJ
Jaipur,2015,63310.0,Diesel,Manual,First,28.4,1248.0,74.0,5.0,5.1,Maruti,Swift
Delhi,2014,66000.0,Diesel,Manual,First,25.8,1498.0,98.6,5.0,3.5,Honda,Amaze
Ahmedabad,2011,74000.0,Diesel,Automatic,Second,16.07,1995.0,181.0,5.0,12.5,BMW,3
Hyderabad,2012,93000.0,Diesel,Manual,First,23.5,1396.0,88.7,5.0,5.55,Hyundai,Verna
Delhi,2015,70000.0,Diesel,Automatic,First,11.5,2982.0,169.0,7.0,19.48,Toyota,Fortuner
Ahmedabad,2012,48772.0,Petrol,Manual,First,18.6,1197.0,85.8,5.0,3.91,Maruti,Swift
Chennai,2010,66000.0,Petrol,Manual,First,18.6,1199.0,79.4,5.0,2.19,Chevrolet,Beat
Coimbatore,2017,27417.0,Petrol,Automatic,First,18.9,1197.0,82.0,5.0,6.89,Hyundai,Grand
Coimbatore,2011,51593.0,Petrol,Manual,Second,15.6,1196.0,70.0,5.0,3.47,Ford,Figo
Mumbai,2008,86340.0,Petrol,Automatic,Second,9.1,2349.0,179.5,5.0,3.25,Nissan,Teana
Pune,2010,75000.0,Petrol,Manual,First,16.1,1298.0,88.2,5.0,2.85,Maruti,Swift
Coimbatore,2016,39237.0,Diesel,Automatic,First,17.11,1968.0,174.33,5.0,25.64,Audi,A4
Kochi,2018,11966.0,Petrol,Manual,First,16.8,1497.0,116.3,5.0,10.28,Honda,City
Hyderabad,2015,37000.0,Petrol,Manual,First,18.2,1199.0,88.7,5.0,6.3,Honda,Jazz
Chennai,2014,70920.0,Diesel,Manual,First,20.14,1498.0,88.8,5.0,4.75,Volkswagen,Polo
Hyderabad,2013,65280.0,Diesel,Manual,First,19.87,1461.0,83.14,5.0,5.8,Nissan,Terrano
Hyderabad,2016,62000.0,Diesel,Automatic,First,12.51,2179.0,187.7,7.0,44.5,Land Rover,Discovery Sport SD4 HSE Luxury 7S
Kochi,2014,44525.0,Petrol,Manual,First,18.5,1197.0,82.9,5.0,4.65,Hyundai,i20
Jaipur,2009,86863.0,Petrol,Manual,First,17.0,1497.0,118.0,5.0,3.6,Honda,City
Hyderabad,2015,102626.0,Diesel,Manual,First,16.0,2179.0,140.0,7.0,12.25,Mahindra,XUV500
Jaipur,2017,45000.0,Diesel,Manual,First,16.3,1956.0,170.0,5.0,20.0,Jeep,Compass
Jaipur,2017,22000.0,Diesel,Manual,First,16.0,2179.0,140.0,7.0,16.0,Mahindra,XUV500
Coimbatore,2011,108905.0,Diesel,Automatic,Second,11.79,2179.0,120.0,8.0,6.21,Mahindra,Scorpio
Kolkata,2016,12800.0,Petrol,Manual,First,19.44,1198.0,67.0,7.0,3.25,Datsun,GO
Kolkata,2016,32000.0,Diesel,Manual,First,15.4,2179.0,120.0,7.0,9.75,Mahindra,Scorpio
Mumbai,2014,39000.0,Petrol,Automatic,First,15.5,1198.0,86.7,5.0,4.45,Honda,Amaze
Pune,2017,42000.0,Diesel,Manual,First,25.6,1498.0,98.6,5.0,12.0,Honda,City
Chennai,2008,73000.0,Petrol,Manual,First,14.4,1396.0,65.0,5.0,0.8,Tata,Indigo
Chennai,2018,48000.0,Diesel,Manual,First,24.0,1186.0,73.97,5.0,5.95,Hyundai,Grand
Pune,2015,18000.0,CNG,Manual,First,33.44,796.0,40.3,4.0,3.0,Maruti,Alto
Kolkata,2014,19000.0,Petrol,Manual,First,17.43,1396.0,105.5,5.0,5.25,Hyundai,Verna
Coimbatore,2019,33598.0,Diesel,Manual,First,13.68,2393.0,147.8,7.0,22.2,Toyota,Innova
Jaipur,2012,63000.0,Diesel,Automatic,First,17.05,1995.0,184.0,5.0,13.5,BMW,X1
Chennai,2015,48000.0,Diesel,Automatic,First,16.96,1968.0,138.03,5.0,13.5,Volkswagen,Jetta
Delhi,2014,66000.0,Diesel,Manual,First,20.0,1399.0,68.05,5.0,3.47,Ford,Figo
Ahmedabad,2013,80000.0,Diesel,Automatic,Second,11.18,2696.0,184.0,7.0,9.5,Mahindra,Ssangyong
Chennai,2011,37000.0,Petrol,Manual,First,15.04,1598.0,103.6,5.0,4.8,Volkswagen,Vento
Kochi,2016,35058.0,Petrol,Manual,First,15.0,1598.0,103.52,5.0,6.54,Skoda,Rapid
Delhi,2012,52000.0,Petrol,Manual,First,16.47,1198.0,73.9,5.0,3.1,Volkswagen,Polo
Hyderabad,2015,61313.0,Diesel,Manual,First,23.65,1248.0,88.5,5.0,7.99,Maruti,S
Kolkata,2009,45000.0,Petrol,Manual,Second,14.53,1798.0,138.1,5.0,3.3,Toyota,Corolla
Bangalore,2015,74000.0,Diesel,Manual,First,20.77,1248.0,88.8,7.0,8.75,Maruti,Ertiga
Hyderabad,2013,89000.0,Petrol,Automatic,First,19.2,1197.0,80.0,5.0,4.19,Hyundai,i10
Kochi,2019,13414.0,Diesel,Automatic,First,17.9,2143.0,136.0,5.0,30.77,Mercedes-Benz,CLA
Jaipur,2006,95000.0,Petrol,Manual,Second,16.9,1497.0,100.0,5.0,2.11,Honda,City
Jaipur,2018,15900.0,Petrol,Manual,First,18.15,1198.0,82.0,6.0,6.25,Mahindra,KUV
Delhi,2011,151000.0,Diesel,Manual,First,11.5,2982.0,171.0,7.0,11.4,Toyota,Fortuner
Bangalore,2011,65000.0,Petrol,Manual,First,17.0,1497.0,118.0,5.0,5.2,Honda,City
Coimbatore,2017,36824.0,Diesel,Automatic,First,18.53,1968.0,187.74,5.0,39.84,Audi,A6
Coimbatore,2013,65287.0,Diesel,Manual,First,20.0,1399.0,68.05,5.0,4.45,Ford,Figo
Kolkata,2014,52000.0,Diesel,Automatic,First,17.9,2143.0,136.0,5.0,19.5,Mercedes-Benz,GLA
Hyderabad,2007,33000.0,Petrol,Manual,First,15.26,1150.0,74.9,5.0,1.75,Chevrolet,Aveo
Hyderabad,2016,71000.0,Diesel,Manual,First,25.83,1498.0,99.0,5.0,5.1,Ford,Figo
Delhi,2013,71000.0,Diesel,Automatic,First,22.7,1582.0,126.2,5.0,6.8,Hyundai,Elantra
Kolkata,2016,20000.0,Petrol,Automatic,First,21.4,1197.0,83.1,5.0,5.74,Maruti,Baleno
Hyderabad,2010,71000.0,Petrol,Manual,First,16.1,1197.0,85.0,5.0,3.3,Maruti,Swift
Hyderabad,2010,29000.0,Diesel,Automatic,First,9.9,3498.0,271.72,4.0,32.0,Mercedes-Benz,CLS-Class
Ahmedabad,2016,27000.0,Diesel,Automatic,First,21.76,1995.0,190.0,5.0,35.0,BMW,3
Chennai,2017,19000.0,Diesel,Automatic,First,28.4,1248.0,73.75,5.0,8.9,Maruti,Dzire
Mumbai,2011,58000.0,Petrol,Manual,Second,17.01,1591.0,121.3,5.0,4.0,Hyundai,Verna
Kochi,2018,42203.0,Diesel,Manual,First,17.1,1956.0,170.0,5.0,19.46,Jeep,Compass
Hyderabad,2009,94000.0,Diesel,Automatic,First,11.4,1991.0,142.0,5.0,5.25,Hyundai,Sonata
Delhi,2013,52000.0,CNG,Manual,Second,15.1,1196.0,73.0,5.0,2.6,Maruti,Eeco
Kolkata,2018,4900.0,Diesel,Manual,First,21.5,1497.0,108.5,5.0,9.22,Tata,Nexon
Jaipur,2013,70000.0,Petrol,Manual,First,21.1,814.0,55.2,5.0,1.8,Hyundai,EON
Hyderabad,2005,100000.0,Diesel,Manual,Second,13.5,1405.0,67.68135135135135,5.0,1.3,Tata,Indica
Kochi,2015,65266.0,Diesel,Automatic,First,14.69,2993.0,258.0,5.0,31.75,BMW,5
Delhi,2014,54569.0,Diesel,Manual,First,20.77,1248.0,88.76,7.0,5.99,Maruti,Ertiga
Kochi,2015,51361.0,Petrol,Manual,First,18.0,1198.0,86.7,5.0,4.94,Honda,Amaze
Jaipur,2007,125000.0,Petrol,Manual,Third,16.6,1388.0,68.0,5.0,1.5,Ford,Fiesta
Bangalore,2008,66000.0,Petrol,Manual,Third,13.5,1799.0,130.0,5.0,3.25,Honda,Civic
Hyderabad,2007,65047.0,LPG,Manual,First,17.3,1061.0,57.5,5.0,1.95,Maruti,Wagon
Delhi,2014,22281.0,Diesel,Manual,First,20.77,1248.0,88.8,7.0,6.5,Maruti,Ertiga
Delhi,2013,63210.0,Diesel,Manual,First,24.0,1120.0,70.0,5.0,3.71,Hyundai,Grand
Pune,2018,31000.0,Petrol,Manual,First,20.14,1197.0,81.86,5.0,5.0,Hyundai,Xcent
Ahmedabad,2008,60000.0,Petrol,Manual,First,19.81,1086.0,68.05,5.0,1.99,Hyundai,i10
Mumbai,2017,32006.0,Petrol,Manual,First,18.0,1198.0,86.7,5.0,4.25,Honda,Amaze
Ahmedabad,2009,78000.0,Diesel,Automatic,First,12.4,2698.0,179.5,5.0,8.0,Audi,A6
Mumbai,2011,9489.0,Petrol,Manual,First,20.36,1197.0,78.9,5.0,2.95,Hyundai,i10
Pune,2018,5000.0,Petrol,Manual,First,25.17,799.0,53.3,5.0,3.5,Renault,KWID
Jaipur,2012,60000.0,Diesel,Automatic,Second,15.2,1968.0,140.8,5.0,16.0,Audi,A4
Jaipur,2015,50000.0,Petrol,Manual,First,22.74,796.0,47.3,5.0,2.75,Maruti,Alto
Delhi,2015,53000.0,Petrol,Manual,First,17.8,1497.0,117.3,5.0,6.95,Honda,City
Delhi,2011,64000.0,Petrol,Automatic,Second,11.74,1796.0,186.0,5.0,12.5,Mercedes-Benz,New
Coimbatore,2017,43827.0,Diesel,Automatic,First,13.22,2967.0,241.4,5.0,36.83,Audi,Q5
Pune,2011,36431.0,Petrol,Manual,First,16.2,1199.0,74.0,5.0,2.7,Volkswagen,Polo
Mumbai,2017,35000.0,Diesel,Manual,First,21.38,1396.0,88.7,5.0,9.9,Hyundai,Creta
Kochi,2011,94832.0,Petrol,Manual,First,17.0,1497.0,118.0,5.0,3.83,Honda,City
Coimbatore,2012,88381.0,Petrol,Manual,First,17.0,1497.0,118.0,5.0,5.25,Honda,City
Kolkata,2016,45194.0,Diesel,Manual,First,22.7,1598.0,118.0,5.0,7.75,Maruti,S
Mumbai,2010,66000.0,Petrol,Manual,Second,16.51,1586.0,103.2,5.0,2.46,Maruti,SX4
Kolkata,2014,38578.0,Diesel,Manual,First,23.4,1248.0,74.0,5.0,3.96,Maruti,Swift
Chennai,2015,40000.0,Diesel,Manual,First,20.77,1248.0,88.8,7.0,8.25,Maruti,Ertiga
Coimbatore,2018,20632.0,Petrol,Manual,First,18.6,1197.0,81.83,5.0,7.58,Hyundai,i20
Hyderabad,2014,73042.0,Diesel,Manual,First,24.0,1120.0,70.0,5.0,3.99,Hyundai,Grand
Delhi,2014,54257.0,Petrol,Manual,First,17.4,1497.0,117.3,5.0,6.25,Honda,City
Hyderabad,2013,93000.0,Diesel,Manual,First,20.5,1598.0,103.5,5.0,5.0,Skoda,Rapid
Hyderabad,2005,102000.0,Diesel,Automatic,Second,11.0,2987.0,198.5,5.0,4.65,Mercedes-Benz,E-Class
Coimbatore,2016,28881.0,Diesel,Automatic,First,13.01,2199.0,194.3,7.0,21.37,Hyundai,Santa
Hyderabad,2007,52195.0,Petrol,Manual,First,19.7,796.0,46.3,5.0,1.75,Maruti,Alto
Coimbatore,2018,20422.0,Diesel,Manual,First,12.4,2499.0,134.0,5.0,16.09,ISUZU,D-MAX
Kolkata,2012,38000.0,Diesel,Manual,First,24.8,1396.0,88.7,5.0,4.1,Hyundai,Verna
Coimbatore,2015,92885.0,Diesel,Manual,First,20.0,1399.0,68.0,5.0,3.56,Ford,Figo
Pune,2010,43000.0,Petrol,Manual,Second,17.0,1497.0,118.0,5.0,4.21,Honda,City
Coimbatore,2016,70478.0,Diesel,Manual,First,17.8,1248.0,77.88168195718654,5.0,6.86,Maruti,Swift
Delhi,2015,57000.0,Diesel,Manual,First,23.9,1582.0,126.2,5.0,6.6,Hyundai,Verna
Coimbatore,2018,32434.0,Petrol,Automatic,First,13.0,1591.0,121.3,5.0,14.35,Hyundai,Creta
Hyderabad,2017,32000.0,Diesel,Manual,First,22.7,1498.0,89.84,5.0,9.5,Ford,Ecosport
Delhi,2011,59000.0,Diesel,Automatic,First,11.2,2993.0,241.0,4.0,21.9,BMW,X6
Coimbatore,2016,76467.0,Diesel,Automatic,First,18.12,1995.0,190.0,5.0,30.45,BMW,5
Hyderabad,2016,100000.0,Diesel,Manual,First,25.83,1498.0,99.0,5.0,5.1,Ford,Figo
Pune,2013,37086.0,Petrol,Automatic,First,17.0,1591.0,121.3,5.0,5.44,Hyundai,Verna
Jaipur,2010,135000.0,Diesel,Manual,First,13.8,1399.0,68.0,5.0,1.6,Ford,Ikon
Kochi,2014,54862.0,Diesel,Automatic,First,17.68,1968.0,174.33,5.0,16.67,Audi,A6
Hyderabad,2010,67758.0,Petrol,Manual,First,10.8,2354.0,153.7656,5.0,9.5,Honda,CR-V
Pune,2012,56200.0,Petrol,Automatic,First,15.0,1396.0,98.6,5.0,3.85,Hyundai,i20
Kochi,2011,169006.0,Diesel,Manual,First,14.24,2755.0,174.5,7.0,10.64,Toyota,Fortuner
Bangalore,2016,20229.0,Petrol,Manual,First,25.17,799.0,53.3,5.0,3.5,Renault,KWID
Chennai,2008,62000.0,Petrol,Manual,Third,18.0,995.0,62.0,5.0,1.1,Chevrolet,Spark
Hyderabad,2011,51500.0,Petrol,Manual,Second,16.2,1599.0,103.2,5.0,2.6,Hyundai,Verna
Hyderabad,2012,69000.0,Diesel,Automatic,First,18.88,1995.0,184.0,5.0,18.5,BMW,3
Bangalore,2004,167000.0,Petrol,Manual,First,0.0,1086.0,62.27931034482759,5.0,1.35,Hyundai,Santro
Hyderabad,2015,62476.0,Diesel,Manual,First,26.59,1248.0,74.0,5.0,7.95,Maruti,Swift
Jaipur,2017,60500.0,Diesel,Manual,First,25.4,1186.0,73.97,5.0,5.49,Hyundai,Xcent
Mumbai,2017,17978.0,Petrol,Automatic,First,19.0,1199.0,88.7,5.0,6.95,Honda,Jazz
Jaipur,2008,300000.0,Diesel,Manual,First,17.0,1405.0,70.0,5.0,1.0,Tata,Indigo
Chennai,2013,123000.0,Diesel,Manual,Second,17.8,1399.0,67.0,5.0,4.45,Ford,Fiesta
Kolkata,2016,45296.0,Diesel,Manual,First,25.1,1248.0,88.5,5.0,6.99,Maruti,S-Cross
Coimbatore,2008,77325.0,Petrol,Manual,First,15.6,1586.0,104.68,5.0,3.51,Maruti,SX4
Kochi,2018,25858.0,Petrol,Automatic,First,21.4,1197.0,83.1,5.0,7.54,Maruti,Baleno
Bangalore,2016,120000.0,Diesel,Manual,First,23.2,1248.0,73.94,5.0,3.65,Maruti,Ritz
Ahmedabad,2016,22000.0,Diesel,Automatic,First,19.5,1582.0,126.24,5.0,16.0,Hyundai,Elantra
Kolkata,2012,11000.0,Petrol,Manual,First,16.2,995.0,62.1,5.0,1.4,Chevrolet,Spark
Mumbai,2017,3900.0,Petrol,Manual,First,18.6,1197.0,81.83,5.0,6.45,Hyundai,i20
Hyderabad,2016,106092.0,Diesel,Manual,First,24.4,1120.0,71.0,5.0,4.4,Hyundai,Xcent
Delhi,2015,27000.0,Petrol,Automatic,First,19.0,1199.0,88.7,5.0,5.95,Honda,Jazz
Ahmedabad,2013,11000.0,Petrol,Manual,First,19.4,1198.0,86.8,5.0,3.9,Honda,Brio
Coimbatore,2016,39753.0,Diesel,Automatic,First,13.0,2143.0,201.1,5.0,35.28,Mercedes-Benz,E-Class
Pune,2017,39800.0,Diesel,Manual,First,17.6,2179.0,153.86,7.0,14.25,Tata,Hexa
Pune,2017,73000.0,Diesel,Manual,First,24.4,1120.0,71.0,5.0,4.5,Hyundai,Xcent
Pune,2015,55000.0,Diesel,Manual,First,22.7,1498.0,89.84,5.0,7.5,Ford,Ecosport
Coimbatore,2017,18351.0,Petrol,Automatic,First,21.9,624.0,37.48,4.0,3.41,Tata,Nano
Pune,2013,45000.0,Petrol,Manual,Second,19.4,1198.0,86.8,5.0,3.25,Honda,Brio
Hyderabad,2016,112200.0,Diesel,Manual,First,24.52,1248.0,88.5,7.0,8.3,Maruti,Ertiga
Bangalore,2010,29000.0,Petrol,Manual,First,20.36,1197.0,78.9,5.0,3.45,Hyundai,i10
Hyderabad,2007,57309.0,Petrol,Manual,First,17.0,1086.0,62.27931034482759,5.0,2.1,Hyundai,Santro
Mumbai,2015,53392.0,Diesel,Manual,First,16.0,2179.0,140.0,7.0,11.95,Mahindra,XUV500
Hyderabad,2010,71000.0,Diesel,Manual,First,20.54,1598.0,103.6,5.0,4.25,Volkswagen,Vento
Hyderabad,2014,93000.0,Diesel,Manual,First,14.0,2179.0,138.1,7.0,8.25,Tata,Safari
Hyderabad,2010,119000.0,Petrol,Manual,First,10.2,2354.0,180.0,5.0,5.95,Honda,Accord
Coimbatore,2016,42225.0,Petrol,Manual,First,15.1,1196.0,73.0,7.0,4.3,Maruti,Eeco
Ahmedabad,2012,65000.0,Diesel,Manual,First,22.9,1248.0,74.0,5.0,3.9,Maruti,Swift
Pune,2016,27809.0,Petrol,Automatic,First,21.4,1197.0,83.1,5.0,6.41,Maruti,Baleno
Coimbatore,2015,65100.0,Diesel,Manual,First,15.1,2179.0,140.0,7.0,8.36,Mahindra,XUV500
Chennai,2014,51000.0,Petrol,Manual,First,19.1,1197.0,82.0,5.0,3.85,Hyundai,Xcent
Hyderabad,2017,10000.0,Diesel,Automatic,First,19.27,2143.0,167.62,5.0,36.0,Mercedes-Benz,New
Kolkata,2011,54895.0,Petrol,Manual,First,13.14,1798.0,160.0,5.0,7.5,Skoda,Superb
Hyderabad,2015,80768.0,Diesel,Manual,First,20.14,1498.0,88.73,5.0,5.7,Volkswagen,CrossPolo
Kochi,2019,12076.0,Petrol,Manual,First,20.89,1197.0,81.8,5.0,5.5,Maruti,Ignis
Chennai,2016,49000.0,Diesel,Manual,First,25.2,1248.0,74.0,5.0,5.9,Maruti,Swift
Mumbai,2015,42366.0,Petrol,Manual,First,17.8,1497.0,117.3,5.0,7.75,Honda,City
Ahmedabad,2010,68000.0,Diesel,Automatic,First,11.5,2993.0,235.0,5.0,18.0,BMW,5
Hyderabad,2008,122397.0,Diesel,Manual,First,17.5,1896.0,106.0,5.0,4.4,Skoda,Laura
Coimbatore,2017,50534.0,Petrol,Automatic,First,17.21,1197.0,103.5,5.0,8.27,Volkswagen,Polo
Ahmedabad,2014,55300.0,Diesel,Manual,First,19.87,1461.0,83.8,5.0,4.75,Renault,Duster
Hyderabad,2008,73095.0,Petrol,Automatic,First,16.8,1497.0,118.0,5.0,3.8,Honda,City
Ahmedabad,2011,51100.0,Diesel,Manual,First,20.54,1598.0,103.6,5.0,3.4,Volkswagen,Vento
